"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"58072","VALLEY CITY, ND","G",3295,"G",27804,"G",112568,286,"VALLEY CITY","ND","BARNES"
"58074","WAHPETON, ND","G",205,"G",2889,"G",11934,21,"WAHPETON","ND","RICHLAND"
"58075","WAHPETON, ND","G",4134,"G",48144,"G",187913,273,"WAHPETON","ND","RICHLAND"
"58077","WALCOTT, ND","G",63,"G",565,"G",2465,15,"WALCOTT","ND","RICHLAND"
"58078","WEST FARGO, ND","G",12884,"G",154156,"G",642372,905,"WEST FARGO","ND","CASS"
"58079","WHEATLAND, ND","J",33,"G",466,"H",2981,14,"WHEATLAND","ND","CASS"
"58081","WYNDMERE, ND","G",123,"G",997,"G",4389,29,"WYNDMERE","ND","RICHLAND"
"58102","FARGO, ND","G",28902,"H",424712,"H",1729909,1234,"FARGO","ND","CASS"
"58103","FARGO, ND","G",40657,"G",454068,"G",1804546,1927,"FARGO","ND","CASS"
"58104","FARGO, ND","G",18491,"G",265222,"G",1111568,1016,"FARGO","ND","CASS"
"58106","FARGO, ND","G",482,"H",13465,"H",36973,35,"FARGO","ND","CASS"
"58107","FARGO, ND","J",583,"J",7302,"J",34062,25,"FARGO","ND","CASS"
"58108","FARGO, ND","G",856,"G",12475,"G",54498,23,"FARGO","ND","CASS"
"58121","FARGO, ND","J",717,"J",20925,"J",60918,3,"FARGO","ND","CASS"
"58124","FARGO, ND","J",266,"J",4948,"J",17747,3,"FARGO","ND","CASS"
"58201","GRAND FORKS, ND","G",22112,"G",231354,"G",969471,1091,"GRAND FORKS","ND","GRAND FORKS"
"58202","GRAND FORKS, ND","G",180,"G",2067,"G",9549,16,"GRAND FORKS","ND","GRAND FORKS"
"58203","GRAND FORKS, ND","G",7283,"G",75156,"G",317661,478,"GRAND FORKS","ND","GRAND FORKS"
"58204","GRAND FORKS AFB, ND","G",10,"J",117,"J",353,5,"GRAND FORKS AFB","ND","GRAND FORKS"
"58205","GRAND FORKS AFB, ND","H",51,"J",773,"J",2694,13,"GRAND FORKS AFB","ND","GRAND FORKS"
"58206","GRAND FORKS, ND","J",1450,"J",18390,"J",64942,17,"GRAND FORKS","ND","GRAND FORKS"
"58208","GRAND FORKS, ND","G",775,"H",10317,"G",57155,32,"GRAND FORKS","ND","GRAND FORKS"
"58210","ADAMS, ND","H",27,"G",326,"H",1531,4,"ADAMS","ND","WALSH"
"58212","ANETA, ND","J",128,"J",1338,"J",6158,13,"ANETA","ND","NELSON"
"58214","ARVILLA, ND","J",24,"H",205,"H",908,5,"ARVILLA","ND","GRAND FORKS"
"58218","BUXTON, ND","G",249,"G",2839,"G",13883,23,"BUXTON","ND","TRAILL"
"58219","CALEDONIA, ND","G",22,"J",436,"J",1562,3,"CALEDONIA","ND","TRAILL"
"58220","CAVALIER, ND","G",768,"G",6753,"H",35718,99,"CAVALIER","ND","PEMBINA"
"58222","CRYSTAL, ND","H",42,"H",507,"H",2660,8,"CRYSTAL","ND","PEMBINA"
"58223","CUMMINGS, ND","H",41,"G",444,"G",2013,5,"CUMMINGS","ND","TRAILL"
"58225","DRAYTON, ND","H",549,"H",6462,"H",26223,29,"DRAYTON","ND","PEMBINA"
"58227","EDINBURG, ND","J",60,"J",419,"H",1729,19,"EDINBURG","ND","WALSH"
"58228","EMERADO, ND","H",160,"G",1475,"G",6919,23,"EMERADO","ND","GRAND FORKS"
"58229","FAIRDALE, ND","J",4,"J",32,"J",123,3,"FAIRDALE","ND","WALSH"
"58230","FINLEY, ND","J",270,"H",2993,"H",13348,25,"FINLEY","ND","STEELE"
"58231","FORDVILLE, ND","J",24,"J",418,"J",1399,8,"FORDVILLE","ND","WALSH"
"58233","FOREST RIVER, ND","H",27,"H",452,"G",2274,7,"FOREST RIVER","ND","WALSH"
"58235","GILBY, ND","G",54,"H",611,"H",2982,11,"GILBY","ND","GRAND FORKS"
"58237","GRAFTON, ND","G",1939,"G",18214,"G",79928,196,"GRAFTON","ND","WALSH"
"58240","HATTON, ND","H",158,"H",1478,"H",7698,25,"HATTON","ND","TRAILL"
"58243","HOOPLE, ND","H",60,"H",1005,"H",3866,15,"HOOPLE","ND","WALSH"
"58249","LANGDON, ND","G",943,"G",8301,"G",37003,98,"LANGDON","ND","CAVALIER"
"58250","LANKIN, ND","J",7,"J",78,"G",533,3,"LANKIN","ND","WALSH"
"58251","LARIMORE, ND","G",310,"G",1984,"G",8979,62,"LARIMORE","ND","GRAND FORKS"
"58254","MCVILLE, ND","J",145,"J",1107,"J",5515,17,"MCVILLE","ND","NELSON"
"58256","MANVEL, ND","H",74,"G",534,"G",2948,21,"MANVEL","ND","GRAND FORKS"
"58257","MAYVILLE, ND","H",825,"H",7013,"H",31508,83,"MAYVILLE","ND","TRAILL"
"58259","MICHIGAN, ND","J",83,"H",704,"H",3468,17,"MICHIGAN","ND","NELSON"
"58260","MILTON, ND","G",52,"H",541,"G",4359,4,"MILTON","ND","CAVALIER"
"58261","MINTO, ND","G",292,"G",3238,"G",12959,29,"MINTO","ND","WALSH"
"58262","MOUNTAIN, ND","J",40,"J",273,"H",1185,7,"MOUNTAIN","ND","PEMBINA"
"58265","NECHE, ND","J",164,"J",1561,"J",6194,16,"NECHE","ND","PEMBINA"
"58267","NORTHWOOD, ND","H",490,"G",4884,"G",22211,53,"NORTHWOOD","ND","GRAND FORKS"
"58269","OSNABROCK, ND","J",49,"H",643,"H",2415,7,"OSNABROCK","ND","CAVALIER"
"58270","PARK RIVER, ND","G",671,"G",6755,"G",32327,81,"PARK RIVER","ND","WALSH"
"58271","PEMBINA, ND","H",608,"G",5973,"G",22087,31,"PEMBINA","ND","PEMBINA"
"58272","PETERSBURG, ND","G",25,"G",188,"G",859,8,"PETERSBURG","ND","NELSON"
"58273","PISEK, ND","H",24,"J",252,"J",895,10,"PISEK","ND","WALSH"
"58274","PORTLAND, ND","G",81,"H",802,"G",4157,25,"PORTLAND","ND","TRAILL"
"58275","REYNOLDS, ND","G",60,"H",736,"H",2434,11,"REYNOLDS","ND","GRAND FORKS"
"58276","SAINT THOMAS, ND","G",35,"H",349,"H",1572,11,"SAINT THOMAS","ND","PEMBINA"
"58277","SHARON, ND","J",17,"G",158,"G",399,6,"SHARON","ND","STEELE"
"58278","THOMPSON, ND","G",129,"H",934,"G",4442,36,"THOMPSON","ND","GRAND FORKS"
"58282","WALHALLA, ND","H",324,"G",2282,"G",9875,48,"WALHALLA","ND","PEMBINA"
"58301","DEVILS LAKE, ND","G",4154,"G",39405,"G",165103,397,"DEVILS LAKE","ND","RAMSEY"
"58316","BELCOURT, ND","H",1052,"H",13248,"H",51214,42,"BELCOURT","ND","ROLETTE"
"58317","BISBEE, ND","J",54,"J",679,"J",3181,6,"BISBEE","ND","TOWNER"
"58318","BOTTINEAU, ND","G",1108,"G",9690,"G",42978,162,"BOTTINEAU","ND","BOTTINEAU"
"58321","BROCKET, ND","J",6,"J",52,"G",223,4,"BROCKET","ND","RAMSEY"
"58324","CANDO, ND","H",358,"H",3170,"H",13628,58,"CANDO","ND","TOWNER"
"58327","CRARY, ND","H",80,"H",783,"H",2173,3,"CRARY","ND","RAMSEY"
"58329","DUNSEITH, ND","H",180,"H",1164,"H",6454,31,"DUNSEITH","ND","ROLETTE"
"58330","EDMORE, ND","J",77,"J",718,"J",3244,12,"EDMORE","ND","RAMSEY"
"58331","EGELAND, ND","J",8,"J",75,"J",383,4,"EGELAND","ND","TOWNER"
"58332","ESMOND, ND","G",19,"H",228,"H",835,6,"ESMOND","ND","BENSON"
"58335","FORT TOTTEN, ND","J",146,"J",1242,"J",4857,5,"FORT TOTTEN","ND","BENSON"
"58338","HAMPDEN, ND","J",11,"J",81,"J",312,4,"HAMPDEN","ND","RAMSEY"
"58341","HARVEY, ND","H",1046,"G",9876,"G",42733,113,"HARVEY","ND","WELLS"
"58344","LAKOTA, ND","J",241,"H",1603,"H",7432,41,"LAKOTA","ND","NELSON"
"58346","LEEDS, ND","J",167,"G",2159,"G",8361,17,"LEEDS","ND","BENSON"
"58348","MADDOCK, ND","G",81,"G",891,"G",4019,19,"MADDOCK","ND","BENSON"
"58351","MINNEWAUKAN, ND","H",20,"G",154,"H",756,7,"MINNEWAUKAN","ND","BENSON"
"58352","MUNICH, ND","H",64,"H",556,"H",3575,13,"MUNICH","ND","CAVALIER"
"58353","MYLO, ND","G",3,"J",29,"G",225,3,"MYLO","ND","ROLETTE"
"58356","NEW ROCKFORD, ND","H",491,"G",3768,"G",16677,71,"NEW ROCKFORD","ND","EDDY"
"58357","OBERON, ND","J",2,"J",37,"H",199,4,"OBERON","ND","BENSON"
"58361","PEKIN, ND","J",8,"J",80,"J",145,3,"PEKIN","ND","NELSON"
"58365","ROCKLAKE, ND","J",49,"G",205,"G",1012,7,"ROCKLAKE","ND","TOWNER"
"58366","ROLETTE, ND","J",181,"H",1161,"H",4783,32,"ROLETTE","ND","ROLETTE"
"58367","ROLLA, ND","G",733,"G",5578,"G",23633,79,"ROLLA","ND","ROLETTE"
"58368","RUGBY, ND","G",1350,"G",12537,"G",54943,151,"RUGBY","ND","PIERCE"
"58369","SAINT JOHN, ND","J",24,"H",130,"H",928,11,"SAINT JOHN","ND","ROLETTE"
"58372","SARLES, ND","G",10,"H",100,"J",441,3,"SARLES","ND","CAVALIER"
"58374","SHEYENNE, ND","J",23,"H",255,"H",1742,9,"SHEYENNE","ND","EDDY"
"58377","STARKWEATHER, ND","J",8,"H",129,"H",633,7,"STARKWEATHER","ND","RAMSEY"
"58380","TOLNA, ND","G",55,"G",676,"G",2529,13,"TOLNA","ND","NELSON"
"58381","WARWICK, ND","J",18,"J",94,"J",757,7,"WARWICK","ND","BENSON"
"58382","WEBSTER, ND","J",12,"G",216,"G",894,4,"WEBSTER","ND","RAMSEY"
"58384","WILLOW CITY, ND","J",57,"H",682,"H",2663,12,"WILLOW CITY","ND","BOTTINEAU"
"58385","WOLFORD, ND","G",5,"H",44,"H",344,4,"WOLFORD","ND","PIERCE"
"58386","YORK, ND","J",13,"J",182,"J",934,3,"YORK","ND","BENSON"
"58401","JAMESTOWN, ND","G",7517,"G",83440,"G",339225,526,"JAMESTOWN","ND","STUTSMAN"
"58402","JAMESTOWN, ND","G",459,"G",5253,"G",19839,38,"JAMESTOWN","ND","STUTSMAN"
"58405","JAMESTOWN, ND","J",644,"J",2929,"J",11931,4,"JAMESTOWN","ND","STUTSMAN"
"58413","ASHLEY, ND","H",298,"H",2275,"H",9995,37,"ASHLEY","ND","MCINTOSH"
"58416","BINFORD, ND","J",48,"G",381,"H",1767,19,"BINFORD","ND","GRIGGS"
"58418","BOWDON, ND","J",29,"H",81,"G",365,8,"BOWDON","ND","WELLS"
"58420","BUCHANAN, ND","J",19,"G",206,"G",869,8,"BUCHANAN","ND","STUTSMAN"
"58421","CARRINGTON, ND","G",1305,"H",14651,"H",60556,125,"CARRINGTON","ND","FOSTER"
"58424","CLEVELAND, ND","G",9,"G",77,"G",260,4,"CLEVELAND","ND","STUTSMAN"
"58425","COOPERSTOWN, ND","H",471,"H",4583,"H",20630,57,"COOPERSTOWN","ND","GRIGGS"
"58426","COURTENAY, ND","G",5,"J",42,"J",117,5,"COURTENAY","ND","STUTSMAN"
"58428","DAWSON, ND","G",41,"G",147,"G",762,7,"DAWSON","ND","KIDDER"
"58433","EDGELEY, ND","H",358,"H",3345,"H",14203,39,"EDGELEY","ND","LAMOURE"
"58436","ELLENDALE, ND","H",593,"H",4944,"H",20348,71,"ELLENDALE","ND","DICKEY"
"58438","FESSENDEN, ND","G",187,"H",1752,"H",7372,39,"FESSENDEN","ND","WELLS"
"58439","FORBES, ND","J",14,"J",108,"J",378,6,"FORBES","ND","DICKEY"
"58440","FREDONIA, ND","G",8,"H",92,"H",493,3,"FREDONIA","ND","LOGAN"
"58441","FULLERTON, ND","H",39,"H",447,"H",1710,7,"FULLERTON","ND","DICKEY"
"58442","GACKLE, ND","J",75,"H",480,"H",1997,11,"GACKLE","ND","LOGAN"
"58443","GLENFIELD, ND","J",7,"H",47,"H",137,3,"GLENFIELD","ND","FOSTER"
"58444","GOODRICH, ND","J",11,"H",85,"H",410,6,"GOODRICH","ND","SHERIDAN"
"58445","GRACE CITY, ND","J",17,"H",309,"G",870,6,"GRACE CITY","ND","FOSTER"
"58448","HANNAFORD, ND","H",25,"G",209,"H",687,9,"HANNAFORD","ND","GRIGGS"
"58451","HURDSFIELD, ND","J",8,"H",25,"J",90,6,"HURDSFIELD","ND","WELLS"
"58454","JUD, ND","H",50,"H",311,"H",1599,9,"JUD","ND","LAMOURE"
"58455","KENSAL, ND","J",18,"J",250,"J",1200,7,"KENSAL","ND","STUTSMAN"
"58456","KULM, ND","H",102,"H",661,"H",3211,27,"KULM","ND","LAMOURE"
"58458","LAMOURE, ND","H",436,"H",3632,"H",14516,60,"LAMOURE","ND","LAMOURE"
"58460","LEHR, ND","J",52,"J",299,"J",1179,9,"LEHR","ND","MCINTOSH"
"58461","LITCHVILLE, ND","J",38,"G",296,"H",1169,11,"LITCHVILLE","ND","BARNES"
"58463","MCCLUSKY, ND","H",102,"G",820,"G",3455,21,"MCCLUSKY","ND","SHERIDAN"
"58466","MARION, ND","J",26,"J",257,"J",1262,6,"MARION","ND","LAMOURE"
"58467","MEDINA, ND","J",95,"J",814,"J",4214,14,"MEDINA","ND","STUTSMAN"
"58472","MONTPELIER, ND","G",10,"J",148,"J",770,7,"MONTPELIER","ND","STUTSMAN"
"58474","OAKES, ND","G",773,"G",7251,"G",30461,105,"OAKES","ND","DICKEY"
"58476","PINGREE, ND","G",16,"G",119,"G",509,7,"PINGREE","ND","STUTSMAN"
"58478","ROBINSON, ND","J",8,"G",16,"G",104,4,"ROBINSON","ND","KIDDER"
"58479","ROGERS, ND","J",28,"J",1057,"J",3089,6,"ROGERS","ND","BARNES"
"58480","SANBORN, ND","G",23,"H",172,"H",761,7,"SANBORN","ND","BARNES"
"58481","SPIRITWOOD, ND","J",59,"J",1526,"J",5838,7,"SPIRITWOOD","ND","BARNES"
"58482","STEELE, ND","G",452,"G",4765,"G",19416,47,"STEELE","ND","KIDDER"
"58483","STREETER, ND","J",28,"J",258,"J",1246,11,"STREETER","ND","STUTSMAN"
"58486","SYKESTON, ND","G",4,"J",85,"J",229,3,"SYKESTON","ND","WELLS"
"58487","TAPPEN, ND","J",20,"J",123,"J",639,9,"TAPPEN","ND","KIDDER"
"58488","TUTTLE, ND","J",10,"J",90,"J",418,6,"TUTTLE","ND","KIDDER"
"58490","VERONA, ND","H",28,"H",286,"H",1152,6,"VERONA","ND","LAMOURE"
"58492","WIMBLEDON, ND","H",42,"G",234,"G",1118,14,"WIMBLEDON","ND","BARNES"
"58494","WING, ND","H",22,"G",86,"H",660,5,"WING","ND","BURLEIGH"
"58495","WISHEK, ND","G",431,"G",4170,"G",17363,61,"WISHEK","ND","MCINTOSH"
"58496","WOODWORTH, ND","J",17,"J",141,"J",584,5,"WOODWORTH","ND","STUTSMAN"
"58497","YPSILANTI, ND","J",16,"G",153,"G",651,9,"YPSILANTI","ND","STUTSMAN"
"58501","BISMARCK, ND","G",19184,"G",221289,"G",896554,1143,"BISMARCK","ND","BURLEIGH"
"58502","BISMARCK, ND","J",2349,"J",33863,"J",138514,78,"BISMARCK","ND","BURLEIGH"
"58503","BISMARCK, ND","G",10716,"G",131190,"G",498460,827,"BISMARCK","ND","BURLEIGH"
"58504","BISMARCK, ND","G",14040,"G",152504,"G",601525,945,"BISMARCK","ND","BURLEIGH"
"58505","BISMARCK, ND","J",35,"J",721,"J",3479,4,"BISMARCK","ND","BURLEIGH"
"58506","BISMARCK, ND","J",384,"J",10839,"J",32998,8,"BISMARCK","ND","BURLEIGH"
"58507","BISMARCK, ND","H",52,"H",367,"H",1788,7,"BISMARCK","ND","BURLEIGH"
"58520","ALMONT, ND","J",10,"J",75,"J",284,6,"ALMONT","ND","MORTON"
"58521","BALDWIN, ND","H",76,"J",676,"J",4605,14,"BALDWIN","ND","BURLEIGH"
"58523","BEULAH, ND","H",2314,"J",46678,"J",194137,133,"BEULAH","ND","MERCER"
"58529","CARSON, ND","H",41,"G",422,"G",1651,14,"CARSON","ND","GRANT"
"58530","CENTER, ND","J",540,"J",13143,"J",50020,40,"CENTER","ND","OLIVER"
"58531","COLEHARBOR, ND","J",21,"J",93,"J",722,6,"COLEHARBOR","ND","MCLEAN"
"58532","DRISCOLL, ND","J",7,"J",51,"J",264,3,"DRISCOLL","ND","BURLEIGH"
"58533","ELGIN, ND","H",219,"H",1926,"H",8481,42,"ELGIN","ND","GRANT"
"58535","FLASHER, ND","G",87,"H",936,"H",3908,17,"FLASHER","ND","MORTON"
"58538","FORT YATES, ND","J",528,"J",3571,"J",15037,19,"FORT YATES","ND","SIOUX"
"58540","GARRISON, ND","G",681,"G",5540,"G",24683,71,"GARRISON","ND","MCLEAN"
"58542","HAGUE, ND","H",25,"J",196,"J",833,6,"HAGUE","ND","EMMONS"
"58544","HAZELTON, ND","H",82,"G",625,"G",2843,21,"HAZELTON","ND","EMMONS"
"58545","HAZEN, ND","G",899,"G",8433,"G",36894,98,"HAZEN","ND","MERCER"
"58552","LINTON, ND","H",392,"H",3651,"H",15626,76,"LINTON","ND","EMMONS"
"58554","MANDAN, ND","G",9313,"G",116126,"G",479870,732,"MANDAN","ND","MORTON"
"58558","MENOKEN, ND","J",61,"H",1247,"G",6360,15,"MENOKEN","ND","BURLEIGH"
"58559","MERCER, ND","H",38,"J",835,"J",2086,4,"MERCER","ND","MCLEAN"
"58560","MOFFIT, ND","J",6,"J",42,"J",238,4,"MOFFIT","ND","BURLEIGH"
"58561","NAPOLEON, ND","G",343,"G",2580,"G",10524,52,"NAPOLEON","ND","LOGAN"
"58562","NEW LEIPZIG, ND","J",55,"J",337,"J",1632,12,"NEW LEIPZIG","ND","GRANT"
"58563","NEW SALEM, ND","J",798,"J",8249,"J",37939,47,"NEW SALEM","ND","MORTON"
"58565","RIVERDALE, ND","G",38,"H",100,"G",577,9,"RIVERDALE","ND","MCLEAN"
"58566","SAINT ANTHONY, ND","J",13,"J",107,"J",480,5,"SAINT ANTHONY","ND","MORTON"
"58568","SELFRIDGE, ND","J",13,"J",86,"J",348,5,"SELFRIDGE","ND","SIOUX"
"58570","SOLEN, ND","J",6,"J",18,"G",83,3,"SOLEN","ND","SIOUX"
"58571","STANTON, ND","H",224,"J",4438,"J",19100,11,"STANTON","ND","MERCER"
"58572","STERLING, ND","H",200,"H",1982,"H",7608,9,"STERLING","ND","BURLEIGH"
"58573","STRASBURG, ND","J",173,"H",1288,"H",5811,21,"STRASBURG","ND","EMMONS"
"58575","TURTLE LAKE, ND","H",185,"H",1716,"H",7525,23,"TURTLE LAKE","ND","MCLEAN"
"58576","UNDERWOOD, ND","J",1035,"J",28729,"J",112698,30,"UNDERWOOD","ND","MCLEAN"
"58577","WASHBURN, ND","H",407,"G",3613,"G",15071,66,"WASHBURN","ND","MCLEAN"
"58579","WILTON, ND","G",138,"G",1279,"H",6583,22,"WILTON","ND","MCLEAN"
"58580","ZAP, ND","J",1232,"J",22646,"J",79529,3,"ZAP","ND","MERCER"
"58581","ZEELAND, ND","G",18,"H",234,"H",854,10,"ZEELAND","ND","MCINTOSH"
"58601","DICKINSON, ND","G",13904,"G",199667,"G",698236,1043,"DICKINSON","ND","STARK"
"58602","DICKINSON, ND","G",478,"H",6913,"G",29340,25,"DICKINSON","ND","STARK"
"58620","AMIDON, ND","J",11,"J",146,"J",218,3,"AMIDON","ND","SLOPE"
"58621","BEACH, ND","J",273,"G",2129,"G",9029,53,"BEACH","ND","GOLDEN VALLEY"
"58622","BELFIELD, ND","G",990,"G",17769,"G",53822,77,"BELFIELD","ND","STARK"
"58623","BOWMAN, ND","G",986,"H",10182,"H",41531,129,"BOWMAN","ND","BOWMAN"
"58625","DODGE, ND","J",6,"J",19,"J",103,3,"DODGE","ND","DUNN"
"58626","DUNN CENTER, ND","H",64,"H",565,"H",1800,14,"DUNN CENTER","ND","DUNN"
"58627","FAIRFIELD, ND","J",16,"J",261,"J",993,4,"FAIRFIELD","ND","BILLINGS"
"58630","GLADSTONE, ND","H",24,"H",201,"H",1270,10,"GLADSTONE","ND","STARK"
"58631","GLEN ULLIN, ND","H",229,"H",2223,"H",10273,32,"GLEN ULLIN","ND","MORTON"
"58632","GOLVA, ND","J",17,"H",188,"H",796,9,"GOLVA","ND","GOLDEN VALLEY"
"58634","GRASSY BUTTE, ND","J",195,"H",3006,"H",8986,12,"GRASSY BUTTE","ND","MCKENZIE"
"58636","HALLIDAY, ND","H",80,"H",738,"H",3373,20,"HALLIDAY","ND","DUNN"
"58638","HEBRON, ND","H",185,"H",2282,"H",9419,36,"HEBRON","ND","MORTON"
"58639","HETTINGER, ND","H",648,"H",6564,"H",27005,80,"HETTINGER","ND","ADAMS"
"58640","KILLDEER, ND","G",2050,"G",34233,"G",103874,114,"KILLDEER","ND","DUNN"
"58642","MANNING, ND","J",32,"J",441,"J",1700,7,"MANNING","ND","DUNN"
"58643","MARMARTH, ND","J",60,"H",1120,"H",3113,9,"MARMARTH","ND","SLOPE"
"58645","MEDORA, ND","J",182,"J",1945,"J",10933,36,"MEDORA","ND","BILLINGS"
"58646","MOTT, ND","H",229,"H",2151,"H",8702,48,"MOTT","ND","HETTINGER"
"58647","NEW ENGLAND, ND","H",181,"G",2608,"G",10977,33,"NEW ENGLAND","ND","HETTINGER"
"58649","REEDER, ND","G",21,"H",150,"H",802,10,"REEDER","ND","ADAMS"
"58650","REGENT, ND","H",30,"H",171,"H",818,10,"REGENT","ND","HETTINGER"
"58651","RHAME, ND","J",52,"J",920,"J",3182,10,"RHAME","ND","BOWMAN"
"58652","RICHARDTON, ND","H",324,"H",3826,"H",14157,37,"RICHARDTON","ND","STARK"
"58653","SCRANTON, ND","G",130,"H",1597,"H",7747,15,"SCRANTON","ND","BOWMAN"
"58654","SENTINEL BUTTE, ND","J",80,"J",922,"J",3692,4,"SENTINEL BUTTE","ND","GOLDEN VALLEY"
"58655","SOUTH HEART, ND","J",112,"J",2531,"J",7120,13,"SOUTH HEART","ND","STARK"
"58656","TAYLOR, ND","J",40,"J",379,"J",1814,10,"TAYLOR","ND","STARK"
"58701","MINOT, ND","G",16593,"G",198676,"G",729357,1274,"MINOT","ND","WARD"
"58702","MINOT, ND","J",3969,"J",66805,"J",276620,68,"MINOT","ND","WARD"
"58703","MINOT, ND","G",4596,"G",60812,"G",224500,410,"MINOT","ND","WARD"
"58704","MINOT AFB, ND","H",84,"G",648,"G",2771,6,"MINOT AFB","ND","WARD"
"58705","MINOT AFB, ND","G",102,"G",1032,"H",4056,23,"MINOT AFB","ND","WARD"
"58707","MINOT, ND","J",42,"H",177,"H",748,5,"MINOT","ND","WARD"
"58710","ANAMOOSE, ND","H",23,"H",239,"H",1472,10,"ANAMOOSE","ND","MCHENRY"
"58711","ANTLER, ND","G",11,"H",87,"H",381,5,"ANTLER","ND","BOTTINEAU"
"58716","BENEDICT, ND","J",11,"H",107,"G",577,4,"BENEDICT","ND","MCLEAN"
"58718","BERTHOLD, ND","H",250,"H",3723,"H",16011,37,"BERTHOLD","ND","WARD"
"58721","BOWBELLS, ND","H",55,"G",664,"G",2816,17,"BOWBELLS","ND","BURKE"
"58722","BURLINGTON, ND","G",130,"G",1071,"G",4340,31,"BURLINGTON","ND","WARD"
"58723","BUTTE, ND","G",3,"G",12,"G",57,3,"BUTTE","ND","MCLEAN"
"58725","CARPIO, ND","J",17,"G",157,"G",825,3,"CARPIO","ND","WARD"
"58727","COLUMBUS, ND","J",25,"J",479,"J",1943,5,"COLUMBUS","ND","BURKE"
"58730","CROSBY, ND","H",334,"H",2964,"H",12258,64,"CROSBY","ND","DIVIDE"
"58731","DEERING, ND","J",4,"G",4,"J",90,3,"DEERING","ND","MCHENRY"
"58733","DES LACS, ND","J",10,"J",83,"J",658,6,"DES LACS","ND","WARD"
"58734","DONNYBROOK, ND","G",4,"H",35,"G",161,5,"DONNYBROOK","ND","WARD"
"58735","DOUGLAS, ND","G",54,"H",850,"H",2288,8,"DOUGLAS","ND","WARD"
"58736","DRAKE, ND","J",36,"J",363,"H",1794,11,"DRAKE","ND","MCHENRY"
"58740","GLENBURN, ND","H",79,"G",525,"G",2097,17,"GLENBURN","ND","RENVILLE"
"58741","GRANVILLE, ND","G",10,"J",66,"H",344,9,"GRANVILLE","ND","MCHENRY"
"58746","KENMARE, ND","G",623,"H",8813,"H",30322,72,"KENMARE","ND","WARD"
"58748","KRAMER, ND","J",6,"H",79,"G",342,4,"KRAMER","ND","BOTTINEAU"
"58750","LANSFORD, ND","J",63,"H",543,"H",2522,19,"LANSFORD","ND","BOTTINEAU"
"58752","LIGNITE, ND","J",74,"J",617,"J",2604,12,"LIGNITE","ND","BURKE"
"58755","MCGREGOR, ND","J",32,"H",766,"H",2736,7,"MCGREGOR","ND","WILLIAMS"
"58756","MAKOTI, ND","J",12,"J",74,"J",310,7,"MAKOTI","ND","WARD"
"58757","MANDAREE, ND","H",346,"H",7766,"H",22989,21,"MANDAREE","ND","MCKENZIE"
"58758","MARTIN, ND","J",10,"H",64,"H",267,6,"MARTIN","ND","SHERIDAN"
"58759","MAX, ND","G",83,"G",934,"H",4732,19,"MAX","ND","MCLEAN"
"58760","MAXBASS, ND","J",50,"J",670,"J",6542,3,"MAXBASS","ND","BOTTINEAU"
"58761","MOHALL, ND","J",407,"H",3360,"H",15599,70,"MOHALL","ND","RENVILLE"
"58762","NEWBURG, ND","J",69,"J",937,"H",2654,9,"NEWBURG","ND","BOTTINEAU"
"58763","NEW TOWN, ND","G",2100,"G",33160,"G",118954,158,"NEW TOWN","ND","MOUNTRAIL"
"58765","NOONAN, ND","G",50,"H",551,"G",1988,8,"NOONAN","ND","DIVIDE"
"58768","NORWICH, ND","J",33,"J",924,"J",2776,4,"NORWICH","ND","MCHENRY"
"58769","PALERMO, ND","H",61,"H",1271,"G",4623,7,"PALERMO","ND","MOUNTRAIL"
"58770","PARSHALL, ND","G",412,"H",6689,"G",26424,39,"PARSHALL","ND","MOUNTRAIL"
"58771","PLAZA, ND","H",143,"H",1945,"H",5770,23,"PLAZA","ND","MOUNTRAIL"
"58772","PORTAL, ND","J",24,"H",200,"H",748,9,"PORTAL","ND","BURKE"
"58773","POWERS LAKE, ND","G",168,"H",1745,"H",6676,32,"POWERS LAKE","ND","BURKE"
"58776","ROSS, ND","J",172,"J",3656,"J",10813,22,"ROSS","ND","MOUNTRAIL"
"58778","RUSO, ND","G",1,"J",49,"J",360,3,"RUSO","ND","MCLEAN"
"58779","RYDER, ND","G",56,"G",951,"G",2628,9,"RYDER","ND","WARD"
"58781","SAWYER, ND","H",115,"G",1537,"G",6005,13,"SAWYER","ND","WARD"
"58782","SHERWOOD, ND","J",21,"H",242,"H",1094,9,"SHERWOOD","ND","RENVILLE"
"58783","SOURIS, ND","G",12,"J",114,"H",475,6,"SOURIS","ND","BOTTINEAU"
"58784","STANLEY, ND","G",1627,"H",24090,"G",76390,148,"STANLEY","ND","MOUNTRAIL"
"58785","SURREY, ND","H",75,"H",593,"H",2396,20,"SURREY","ND","WARD"
"58787","TOLLEY, ND","J",22,"J",298,"J",1544,4,"TOLLEY","ND","RENVILLE"
"58788","TOWNER, ND","H",87,"G",674,"G",3304,30,"TOWNER","ND","MCHENRY"
"58789","UPHAM, ND","J",10,"J",103,"J",423,7,"UPHAM","ND","MCHENRY"
"58790","VELVA, ND","H",724,"H",8375,"H",38436,54,"VELVA","ND","MCHENRY"
"58793","WESTHOPE, ND","G",251,"G",3642,"G",14417,28,"WESTHOPE","ND","BOTTINEAU"
